"";"identificationEtDescription:periodesDeCreationExecution";"identificationEtDescription:auteursExecutantsCollecteurs";"identificationEtDescription:titres";"identificationEtDescription:domaines";"identificationEtDescription:etatActuelDuBien";"identificationEtDescription:materiauxEtTechniques";"identificationEtDescription:mesures";"identificationEtDescription:inscriptions";"identificationEtDescription:millesimesDeCreationExecution";"identificationEtDescription:appellationsVernaculaires";"identificationEtDescription:nbreObjets";"identificationEtDescription:representations";"identificationEtDescription:denominations";"identificationEtDescription:nbreElements";"identificationEtDescription:numeroDInventaire";"identificationEtDescription:mouvement";"identificationEtDescription:techniques";"identificationEtDescription:ecoles";"identificationEtDescription:description";"identificationEtDescription:modesFonctionnement";"identificationEtDescription:autresNumeros";"identificationEtDescription:interetObjet";"identificationEtDescription:numeroDeDepot";"identificationEtDescription:anciensNumeros";"identificationEtDescription:particularites";"identificationEtDescription:etatDuBienHistory";"identificationEtDescription:onomastique";"identificationEtDescription:epoque";"identificationEtDescription:anciennesAttributions";"identificationEtDescription:appellation";"identificationEtDescription:descriptionsAnalytiques";"identificationEtDescription:autresDesignations";"identificationEtDescription:style";"identificationEtDescription:qualiteRealisation";"identificationEtDescription:precisionNumeroDInventaire";"identificationEtDescription:materiaux";"identificationEtDescription:rareteEnCollection";"identificationEtDescription:etatGeneral";"identificationEtDescription:appellations";"identificationEtDescription:etatActuelDuBien ### etat";"identificationEtDescription:etatActuelDuBien ### date";"item ### #text";"item ### precisions";"item ### mesuresSet";"item ### notes";"item ### precision";"item ### periode";"item ### affixe";"item ### traduction";"item ### transliteration";"item ### techniques";"item ### alphabet";"item ### inscription";"item ### type";"item ### justification";"item ### langue";"item ### emplacement";"item ### auteur";"identificationEtDescription:millesimeDeLOriginalCopie ### millesime";"identificationEtDescription:millesimeDeLOriginalCopie ### precision";"identificationEtDescription:millesimeDeLOriginalCopie ### affixe";"identificationEtDescription:millesimeDeLOriginalCopie ### notes";"identificationEtDescription:etatDuBienAcquisisionDepot ### dateConstat";"identificationEtDescription:etatDuBienAcquisisionDepot ### details";"identificationEtDescription:etatDuBienAcquisisionDepot ### etatInitialDuBien";"identificationEtDescription:etatDuBienAcquisisionDepot ### notes";"item ### complement";"item ### periodes";"item ### attribuePar";"item ### lieux";"item ### roles";"item ### millesimes";"item ### lesTechniques";"item ### lesMateriaux";"identificationEtDescription:periodeDeLOriginalCopie ### precision";"identificationEtDescription:periodeDeLOriginalCopie ### periode";"identificationEtDescription:periodeDeLOriginalCopie ### affixe";"identificationEtDescription:periodeDeLOriginalCopie ### notes";"item ### titre";"item ### millesime";"item ### affixes";"item ### denomination";"item ### numero";"item ### description";"item ### ecole";
"017481b6-feab-4cfa-8be9-9172e19ae783";;;;;;;;;;"";"1";"";"";"";"101.4";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"2d89f31ac-442f-4922-a414-e499739710e7 ### ";" ### selon registre d'inventaire 1871-1957 ###  ### catalogues Arnould ###  ### avril ### ";" ### registre d'inventaire 1871-1957 ###  ### huile sur bois ###  ### registre d'inventaire 1871-1957 ###  ### date de signature ### ";"3e quart 19e siècle ### ";" ### ou ###  ### ancien titre ### ";"";"";"";"";"V HOVE (date illisible). Sur fiche signature \"avril 1863\" ###  ### illisible ###  ### Musée des Beaux-Arts de la ville du Havre. ###  ### VAN HOVE les apprêts du déjeuner 0.35 x 0.45 - 101.4. ### ";"Signé et daté ###  ### Inscription ###  ### Tampon ###  ### Etiquette ### ";"";"";"En bas à gauche ###  ### Au dos ###  ### Au dos ###  ### Au dos ### ";" ### HOVEBartholomeus Van ###  ### HOVEHubertus Van ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"peinture à l'huile ### ";"bois ### ";"";"";"";"";"Les Apprêts d'un déjeuner ###  ### Intérieur Hollandais ### ";"1863 ### ";;;"309 ### ";;;"
"
"0175de5c-d837-43aa-b915-a3b967768945";;;;;;;;;"";"";"1";"";;"";"E 55 ter";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"75,262edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Création ###  ### Création ### ";"2e quart 18e siècle ###  ### 2e moitié 18e siècle ### ";"";"";"";"";"";"Le Fort en ProvenceVû du côté de la TerreGravé d'après le Tableau Original, appartement au Roy, et faisant partie de la Collection des Ports de France, ordonnée par Mr le Marquis de Marig[lacunes]Conseiller du Roy en ses Conseils, Commandeur de ses Ordres, Directeur et Ordonnateur général de ses Bâtiments, Jardins, Arts, Académies et Manufactures Royales.Peint par J. Vernet de l'Académie Royale de Peinture et SculptureC.N. Cochin filius et J. Ph LeBas socii Sculpserunt 1762 A.P.D.R. ### ";"Inscription ### ";"";"";"En bas ### ";" ### COCHINCharles-Nicolas ###  ### LE BASJacques-Philippe ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ###  ### Graveur ### ";"";"gravure ### ";"papier ### ";"";"";"";"";"Le Port d'Antibes en provence ### ";;"";"";;;;"
"
"018a7396-9c9a-49a9-af62-6dc80b2f7bda";;;;;;;;;"";"";"1";"";;"";"A 66";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"28743375f-91a7-466e-8631-d2b3c302c0ae ### ";"";" ### au dos ###  ### Création ###  ### huile sur toile ### ";"inconnue ### ";"";"";"";"";"";"libre [illisible] ###  ### Léon Charles 050 x 013 ###  ### Leon Charla ### ";"Tampon ###  ### Etiquette ###  ### Signature ### ";"";"";" ### En bas à gauche ### ";" ### CHARLALéon ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Paysage ### ";;"";"";;;;"
"
"01965e06-d05b-4ae3-94cd-a135f8376c5e";;;;;"";"";"";"";;"";"";"";;"";"59.60";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"8bcd7ec6-4251-4307-9a3e-7dd81c3d086c";;;"";"";"4e quart 19e siècle ### ";"";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"";"";"Lettre de Eugène Boudin à Pieter van der Velde, 16 février 1889 ### ";"16 février 1889 ### ";"";"lettre ### ";;;;"
"
"01a0e194-b4a4-481a-9e0f-243e1f0f4093";;;;;;;;;"";"";"1";"";;"";"A 422";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"3.9d89f31ac-442f-4922-a414-e499739710e7 ### ";"";" ### Au marqueur noir ###  ### Création ###  ### Huile sur carton ###  ### copie ### ";"inconnue ### ";" ### copiste ###  ### d'après ### ";"";"";"";"";"A-422 ###  ### Société des amis du musée Carnavalet exposition L.L. BOILLY juin 1930 ###  ### Madame Alexandre Eyrièsfemme du maire de Graville (Don de Mme Vve Eyriès) ### ";"Numéro d'inventaire ###  ### Etiquette ###  ### Inscription ### ";"";"";"Au dos sur le panneau ###  ### Au dos ###  ### Au dos ### ";" ### INCONNU ###  ### BOILLYLouis Léopold ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ###  ### Peintre ### ";"";"peinture à l'huile ### ";"carton ### ";"";"";"";"";"Portrait de Mme Eyries ### ";;"";"";;;;"
"
"01bc7a10-2d65-4e72-b743-1d9174944ac3";;;;;"";"";"";"";;"";"";"";;"";"59.63";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"8bcd7ec6-4251-4307-9a3e-7dd81c3d086c";;;"";"";"4e quart 19e siècle ### ";"";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"";"";"";"";"Lettre de Eugène Boudin à Pieter van der Velde, 20 avril 1889 ### ";"20 avril 1889 ### ";"";"lettre ### ";;;;"
"
"01ccac67-6a6d-4954-86fe-4bc5b130dc44";;;;;;;;;"";"";"1";"";;"24";"A 184.3";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"1862edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### 776 ###  ### Création ###  ### huile sur bois ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"[illisible]Honfleur3C3 ### ";"Inscription ### ";"";"";"Au dos ### ";" ### JULLIEN ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"bois ### ";"";"";"";"";"Bords de la Manche ### ";;"";"";"Ancien numéro ### ";;;"
"
"01d50f17-f7e6-4ea2-a8c6-37a190d8a8c5";;;;;"";;;"";;"";"6";"";;"1";"2008.4.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;;"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"8862edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Création ###  ### tirage c-print sur papier photographique ### ";"1er quart 21e siècle ### ";"";;;;;;;;"";;"MARQUESManuela ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"71c73c1a-453c-43cd-9e75-a282c196e74bb33c72bd-4321-4866-9189-fb5d6f69eb7a ### ";"papier photographique ### ";"";"";"";"";"Sans titre 2 ### ";"2008 ### ";"";"photographie ### ";;;;"
"
"01ee94a2-7f75-406c-88ae-8bf0ff3aa6c1";;;;;;;;;;"";"1";"";;"";"67.8";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"7d89f31ac-442f-4922-a414-e499739710e7 ### ";"";" ### SN 34 ###  ### Création ###  ### huile sur toile ###  ### date de signature ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"R LECOURT1914 ###  ### + N° du catalogue 6 rétrospective Raymond LECOURT 1966 - Titre de l'oeuvre \"Les aoûteux\" 1914 nature H/toile sur chassis format 100F collection les héritiers LECOURT n° de collection 3.+ 1884 - trente ans d'Art Indépendant 1914 exposition rétrospective - Grand Palais Paris 1926 Champs Elysées Nom de l'auteur LECOURT adresse Fontaine la Mallet Seine Inf. titre de l'ouvrage \"Les aoûteux\" nombre total d'oeuvres exposées 6 ### ";"Signé et daté ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### LECOURTRaymond ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Les Aoûteux ### ";"1914 ### ";"";"";"Ancien numéro ### ";;;"
"
"01f053c0-1b4c-44cc-a31a-e6b5707680e8";;;;;;;;"";;"";"1";"";"";"";"2007.1.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"2,8d89f31ac-442f-4922-a414-e499739710e7 ### ";"";" ### Création ### ";"1er quart 20e siècle ### ";"";;;;;;"Notice revue des musées de France ### ";;"";;"AUBURTINJean-Francis ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"encre de Chine ### ";"papier ### ";"";"";"";"";"Clair de lune, Varengeville ### ";"après 1904 ### ";;;;"Proche des grands adeptes du spiritisme et de la théosophie, Jean-Francis Auburtin insuffle à ses oeuvres symbolistes une dimension spiritualiste. Clair de lune. Varengeville s’insère dans un type de production clairement identifiée chez cet artiste, celui des atmosphères sylvestres et nocturnes propices à susciter l’apparition d’êtres intermédiaires : fées, elfes ou lutins.Pure évocation d’un paysage déserté, cette gouache laisse pourtant sourdre l’éventualité d’une apparition impromptue. C’est l’une des forces de ce peintre qui, après avoir peuplé ses grandes compositions de naïades, de sirènes et de centaures, parvient au tournant du siècle à créer le décor ambivalent d’où pourraient soudain surgir des créatures mythiques. Son art privilégie maintenant la suggestion et recourt à l’utilisation de procédés descriptifs efficaces comme les ombres chinoises ou bien la transposition fantasmagorique des végétaux pour concevoir des univers équivoques un peu inquiétants.Jean-Pierre Mélot ### ";;"
"
"02058723-5dd3-4ed3-81de-1e88a7b5fb7b";;;;;;;;;"";"";"1";"";;"";"AD 63 bis";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"42,1ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";"";" ### Création ###  ### Plume sur papier ### ";"18e siècle ### ";"";"";"";"";"";"INCONNU ECOLE FRANCAISE du XVIIIeMadame la Comtesse d'Aunay papier d'affaires. Château d'AunayAunay Nièce ### ";"Inscription ### ";"";"";"Au dos ### ";" ### INCONNU ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"plume ### ";"papier ### ";"";"";"";"";"Étude pour un motif décoratif destiné au jardin du château d'Aunay (Nièvre) ### ";;"";"";;;"Ecole française du 18e siècle ### ";"
"
"021278c7-a797-4e8f-bbbc-7c0577c425c1";;;;;;;;;;"";"1";"";;"";"71";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"feca5b42-d17c-45ad-aa3f-b8272a9a983a";"";"296e781423-c608-4b1f-9d12-f7e34e0afc29 ### ";"";" ### Création ### ";"3e quart 19e siècle ### ";"";"";"Ch. Cordier 1851 ### ";"";"";"";"Date ### ";"";"";"Sous la coupe de bras gauche ### ";" ### CORDIERCharles ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Sculpteur ### ";"";"bronze ### ";"";"";"";"";"";"La Nubienne ###  ### Vénus africaine ; Négresse des côtes d'Afrique ###  ### Négresse des côtes d'Afrique ### ";"1851 ### ";"";"sculpture ### ";;;;"
"
"02194485-3c86-4067-85c3-5aa8e5b2ce30";;;;;;;;;;"";"1";"";;"";"2015.0.25";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"43,7ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";"";" ### 56 ###  ### AD 56 bis ###  ### Création ###  ### Aquarelle sur papier ###  ### date de signature ### ";"3e quart 19e siècle ### ";"";"";"";"";"";"I. Pils 1860 ###  ### PILS ( ISIDORE) Artilleur poussant un canon2367 Pils ###  ### [illisible] 18 octobre 1878 [illisible] ### ";"Signé et daté ###  ### Inscription ###  ### Inscription ### ";"";"";"En bas à gauche ###  ### En bas ###  ### Au dos ### ";" ### PILSIsidore ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"aquarelle (dessin) ### ";"papier ### ";"";"";"";"";"Artilleur poussant un canon ### ";"1860 ### ";"";"";"Ancien numéro ###  ### Ancien numéro ### ";;;"
"
"021eb587-5b9d-422d-aee3-cb0a5de714ab";;;;;;;;;;"";"1";"";;"";"82.40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"64,54a124865-eb9c-4a28-8c00-220076a240d2 ### ";"";" ### gouache sur papier ###  ### date de signature ### ";"4e quart 20e siècle ### ";"";"";"";"";"";"\"Chu Teh Chun, 81\" ###  ### Tampon : MUSEE DU HAVREinscription : Chu Teh Chun82.40 ### ";"Signé et daté ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### ou ZHU DéqúnCHUTeh-Chun ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"gouache (peinture) ### ";"papier ### ";"";"";"";"";"Sans titre (gouache) ### ";"1981 ### ";"";"";;;;"
"
"022c9077-2d60-4700-96b4-e711355fc537";;;;;;;;;"";"";"1";"";;"";"81.42";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"6162edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### 1981.42 ###  ### Création ###  ### huile sur toile ### ";"1ère moitié 20e siècle ###  ### 3e quart 20e siècle ### ";"";"";"";"";"";"Marcel Mouillot ### ";"Signature ### ";"";"";"En bas à droite ### ";" ### MOUILLOTMarcel ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Les Navires au port ### ";;"";"";"Ancien numéro ### ";;;"
"
"02360591-1b58-4970-af9d-a1a95de30229";;;;;;;;;;"";"";"";;"";"2009.1.39";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"10062edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Création ###  ### Huile sur toile ### ";"3e quart 20e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"français ### ";"En bas à droite ### ";" ### ROZSDAEndre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Plein poids dans le rêve ### ";"1960 ### ";"";"";;;;"
"
"02399fb5-96e3-4945-9aab-c391ad3d9276";;;;;;;;;"";"";"1";"";;"";"A 188";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"4662edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Création ###  ### huile sur toile ### ";"inconnue ### ";"";"";"";"";"";"Ad. Franz KAISER ###  ### Musée des Beaux-Arts de la ville du Havre ###  ### + KAISER nature morte 0.46 x 0.38.+ représentant une ancre marine - 8f 46 x 38 ### ";"Signature ###  ### Tampon ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ###  ### Au dos ### ";" ### KAISERFranz Adolphe ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Nature morte ### ";;"";"";;;;"
"
"025352cb-1197-4483-80b7-772f155834dd";;;;;;;;;"";"";"1";"";;"";"E 53.320";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";"";"23,54a124865-eb9c-4a28-8c00-220076a240d2 ### ";"";" ### Création ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"Robert Vallin. ###  ### Un point noir. ###  ### Epreuve d'artiste. ### ";"Signature ###  ### Titré ###  ### Inscription ### ";"";"";"En bas ###  ### En bas ###  ### En bas ### ";" ### VALLINRobert ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ### ";"";"gravure ### ";"papier ### ";"";"";"";"";"Un Point noir ### ";;"";"";;;;"
"
"0271e8cf-6847-46f6-a374-6d066e9d1be2";;;;;;;;;"";"";"1";"";;"";"AD 108 bis";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3e3dcf3d-83da-42b4-bf8f-9d5539e7628d";"";"25ed481cfb-c2c3-4745-823b-e97e0e404df5 ### ";"";" ### Création ###  ### Dessin sur papier ### ";"2e quart 17e siècle ###  ### 2e moitié 17e siècle ### ";" ### attribué à ### ";"";"";"";"";"Murillo. M. Esteban. Ecole Espagnole 1618 - 1682 séville. ###  ### ATTRIBUE à MURILLO ESTEBAN BARTHOLOME\"Ascension\" 014x022 ### ";"Inscription ###  ### Inscription ### ";"";"";"En bas ###  ### Au dos ### ";" ### MURILLOBartolomé-Esteban ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Dessinateur ### ";"";"lavis ### ";"papier ### ";"";"";"";"";"Ascension ### ";;"";"";;;;"
"
"02894e77-21db-48f5-ba66-d7fe3ab2431a";;;;;;;"";"";"";"";"1";"";;"";"E 133";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ea9d6e43-c50f-4adb-8f60-5bfddc4ef784";;;"";" ### E 135 ###  ### Création ###  ### Création ###  ### gravure sur bois ### ";"inconnue ### ";" ### d'après ### ";;;;;;;;"";;"BAUDOINA.E ###  ### MEULENAdam François Van Der ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Graveur ###  ### Peintre ### ";"";"";"";"";"";"";"";"Vue du château de Vincennes du côté du parc ### ";;"";"";"Ancien numéro ### ";;;"
"
"02955405-84fa-425b-85c0-d818c34dd7fb";;;;;;;;;"";"";"1";"";;"";"67.22";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"80,962edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### 1967.22 ###  ### 67.22 P ###  ### Création ###  ### huile sur toile ### ";" ### 3e quart 20e siècle ### ";"";"";"";"";"";"G. P. GERMAIN ### ";"Signature ### ";"";"";"En bas à gauche ### ";" ### GERMAINJean-Pierre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Bateau au port ### ";;"";"";"Ancien numéro ###  ### Ancien numéro ### ";;;"
"
"0298d10e-1d4b-4b70-a37f-17235b00c5d6";;;;;;;;"";;"";"1";"";;"";"2005.2.16";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"61,58acd45ee-fdfb-4e0a-b4da-b6ba50a4a3d1 ### ";" ### avril ### ";" ### Création ###  ### tirage contact viré au platine sur un papier riche en argent ### ";"1er quart 21e siècle ### ";"";;;;;;;;"";;"MÉRIELOlivier ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"tirage contact viré au platine ### ";"papier riche en argent ### ";"";"";"";"";"Réserve d'histoire naturelle, muséum, bocaux ### ";"2005 ### ";"";"photographie ### ";;;;"
"
"029ccfe0-e9f7-43b8-a6f2-cef2d1eb248a";;;;;;;;;;"";"";"";"";"";"2015.5.10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"26.88f9313ee-3a8e-4fbc-b64a-4200d8e11ac4 ### ";" ### Tirage réalisé par La Chambre Noire à Paris, sous la direction de Bernard Plossu. ###  ### octobre ### ";" ### tirage argentique noir et blanc sur papier, 1/30 ###  ### date de prise de vue ### ";"1er quart 21e siècle ### ";"";"";"";"";"";"";"Signature ### ";"";"";"Au dos ### ";"PLOSSUBernard ###  ### PLOSSUBernard ###  ### La Chambre Noire ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ###  ### Tireur ### ";"";"tirage argentique noir et blanc ### ";"papier photographique ### ";"";"";"";"";"Le Havre. Octobre 2013 ### ";"2013 ### ";;;;;;"
"
"02b5f00a-8af4-491e-b49c-1d5db1d6cd17";;;;;;;;"";;"";"1";"";;"";"B 108";"a9e70fa2-ccad-4f4b-ac66-dd8f5e7a0ca3";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"30.262edb277-39c3-45b9-a4ee-b7725513f35c ### ";" ### Ancienne datation : 1853-1856 - Datation revue par Laurent Manœuvre à l’occasion de la préparation de l’exposition Eugène Boudin. L’atelier de la lumière, 16 avril 2016 – 26 septembre 2016 ### ";" ### 39 ###  ### 9 ###  ### Création ###  ### huile sur bois ### ";"3e quart 19e siècle ### ";" ### entre ###  ### et ### ";;;;;;;;"";;"BOUDINEugène ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"bois ### ";"";"";"";"";"Etude de verdure ### ";"1853 ###  ### 1859 ### ";"";"";"Schmit ###  ### Cohen ### ";;;"
"
"02c4d722-954d-4502-a65f-71770ed36300";;;;;;;;;"";"";"1";"";;"";"A 453";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"6562edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Création ###  ### huile sur toile ### ";"1er quart 20e siècle ### ";"";"";"";"";"";"A. FAVORY ###  ### Musée des Beaux-Arts de la ville du Havre ###  ### Douanes françaises service des expositions ###  ### Favory nu buste de femme endormie 0.50 X 0.65 ### ";"Signature ###  ### Tampon ###  ### Etiquette ###  ### Etiquette ### ";"";"";"En bas à gauche ###  ### Au dos ###  ### Au dos sur la toile ###  ### Au dos ### ";" ### FAVORYAndré ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Buste de femme nue endormie ### ";;"";"";;;;"
"
"02cf5bab-84ce-4d00-a79b-13bd4192a5d2";;;;;;;;;;"";"";"";"";"";"2021.5.13";"";"";"";"";"";;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4bea4ee8-ad38-4f84-be9b-ec5c53d19ead";"";"5562edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### Au crayon graphite ###  ### Au crayon graphite HB ###  ### Au crayon graphite ###  ### numéro de négatif ###  ### tirage argentique noir et blanc sur papier ###  ### 1/5 ###  ### date de prise de vue ###  ### date de tirage ### ";"1er quart 21e siècle ### ";"";"";"";"";"";" ### 2021.5.13 ###  ### Alain Ceccaroli février 2019Le Havre Négatif N°3484/5Tirée par mes soins en 2021Tirage 1/5 ### ";"Signé, daté, localisé ###  ### Numéro d'inventaire ###  ### Inscription ### ";"";"";"Au dos en bas au centre ###  ### Au dos en bas à gauche ###  ### Au dos en bas au centre ### ";" ### CECCAROLIAlain ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Photographe ### ";"";"tirage argentique noir et blanc ### ";"papier ### ";"";"";"";"";"Les Formes de l’ordinaire, Le Havre ### ";"février 2019 ###  ### 2021 ### ";;;"3484-5 ### ";;;"
"
"02e55a43-d3c8-4a09-9555-be24d419c3b8";;;;;;;;;"";"";"1";"";;"";"A 104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"bf2236d1-5101-4db4-9180-a844761644b5";"";"92.562edb277-39c3-45b9-a4ee-b7725513f35c ### ";"";" ### huile sur toile ### ";"2e moitié 19e siècle ###  ### 1er quart 20e siècle ### ";"";"";"";"";"";"G.P. DIETERLE ###  ### DIETERLE Camp Anglais 0.93 x 0.69. ### ";"Signature ###  ### Etiquette ### ";"";"";"En bas à droite ###  ### Au dos ### ";" ### (ou) Pierre-GeorgesDIETERLEGeorges-Pierre ### ";"";"";"";"";"";"";"";"";"";"";"";"";"Peintre ### ";"";"peinture à l'huile ### ";"toile ### ";"";"";"";"";"Camp anglais ### ";;"";"";;;;"
"
